method,statistic,p.value,retained_grid_points,kind,scenario,n,effect,repetition,B,seed
HSIC standardized multi-scale,-0.470203214534551,0.772,5,null,N4_mixture_mixture,200,0,492,499,20865526
naive Euclidean-angle HSIC anti-example,0.000151863192842757,0.94,NA,null,N4_mixture_mixture,200,0,492,499,20865526
first-order trigonometric moment diagnostic,0.0101069593542157,0.712,NA,null,N4_mixture_mixture,200,0,492,499,20865526
HSIC fixed,0.0847389811118659,0.618,NA,null,N4_mixture_mixture,200,0,493,499,20865536
HSIC median,0.000618188111014612,0.55,NA,null,N4_mixture_mixture,200,0,493,499,20865536
HSIC standardized multi-scale,-0.178562401480267,0.698,6,null,N4_mixture_mixture,200,0,493,499,20865536
naive Euclidean-angle HSIC anti-example,0.00166154919249306,0.088,NA,null,N4_mixture_mixture,200,0,493,499,20865536
first-order trigonometric moment diagnostic,0.0165485335021185,0.53,NA,null,N4_mixture_mixture,200,0,493,499,20865536
HSIC fixed,0.0479505976369928,0.94,NA,null,N4_mixture_mixture,200,0,494,499,20865546
HSIC median,0.000301407075940491,0.88,NA,null,N4_mixture_mixture,200,0,494,499,20865546
HSIC standardized multi-scale,-0.434013133301013,0.76,5,null,N4_mixture_mixture,200,0,494,499,20865546
naive Euclidean-angle HSIC anti-example,0.000134443499171269,0.97,NA,null,N4_mixture_mixture,200,0,494,499,20865546
first-order trigonometric moment diagnostic,0.00584579518144568,0.868,NA,null,N4_mixture_mixture,200,0,494,499,20865546
HSIC fixed,0.0776174533043801,0.622,NA,null,N4_mixture_mixture,200,0,495,499,20865556
HSIC median,0.000629933551650472,0.596,NA,null,N4_mixture_mixture,200,0,495,499,20865556
HSIC standardized multi-scale,-0.137919985714293,0.644,5,null,N4_mixture_mixture,200,0,495,499,20865556
naive Euclidean-angle HSIC anti-example,0.000277081677441418,0.854,NA,null,N4_mixture_mixture,200,0,495,499,20865556
first-order trigonometric moment diagnostic,0.0137716927833208,0.606,NA,null,N4_mixture_mixture,200,0,495,499,20865556
HSIC fixed,0.103066393027251,0.376,NA,null,N4_mixture_mixture,200,0,496,499,20865566
HSIC median,0.00106561888334503,0.4,NA,null,N4_mixture_mixture,200,0,496,499,20865566
HSIC standardized multi-scale,0.881519335945942,0.246,5,null,N4_mixture_mixture,200,0,496,499,20865566
naive Euclidean-angle HSIC anti-example,0.000455381695296854,0.576,NA,null,N4_mixture_mixture,200,0,496,499,20865566
first-order trigonometric moment diagnostic,0.0326187998209494,0.154,NA,null,N4_mixture_mixture,200,0,496,499,20865566
HSIC fixed,0.0835138553888631,0.552,NA,null,N4_mixture_mixture,200,0,497,499,20865576
HSIC median,0.000809315401135342,0.452,NA,null,N4_mixture_mixture,200,0,497,499,20865576
HSIC standardized multi-scale,0.17218726766592,0.542,5,null,N4_mixture_mixture,200,0,497,499,20865576
naive Euclidean-angle HSIC anti-example,0.00132549763312492,0.176,NA,null,N4_mixture_mixture,200,0,497,499,20865576
first-order trigonometric moment diagnostic,0.0749185049660939,0.01,NA,null,N4_mixture_mixture,200,0,497,499,20865576
HSIC fixed,0.160363998290048,0.114,NA,null,N4_mixture_mixture,200,0,498,499,20865586
HSIC median,0.00249204846685965,0.092,NA,null,N4_mixture_mixture,200,0,498,499,20865586
HSIC standardized multi-scale,-0.0434544845625565,0.578,5,null,N4_mixture_mixture,200,0,498,499,20865586
naive Euclidean-angle HSIC anti-example,0.00107867127438003,0.242,NA,null,N4_mixture_mixture,200,0,498,499,20865586
first-order trigonometric moment diagnostic,0.0403623065954652,0.088,NA,null,N4_mixture_mixture,200,0,498,499,20865586
HSIC fixed,0.197779803831668,0.062,NA,null,N4_mixture_mixture,200,0,499,499,20865596
HSIC median,0.00175272994705642,0.134,NA,null,N4_mixture_mixture,200,0,499,499,20865596
HSIC standardized multi-scale,1.53428645564475,0.116,5,null,N4_mixture_mixture,200,0,499,499,20865596
naive Euclidean-angle HSIC anti-example,0.000569198027636581,0.472,NA,null,N4_mixture_mixture,200,0,499,499,20865596
first-order trigonometric moment diagnostic,0.0571372614123573,0.026,NA,null,N4_mixture_mixture,200,0,499,499,20865596
HSIC fixed,0.0449067276895029,0.954,NA,null,N4_mixture_mixture,200,0,500,499,20865606
HSIC median,0.000170970933431551,0.982,NA,null,N4_mixture_mixture,200,0,500,499,20865606
HSIC standardized multi-scale,1.20482346251199,0.194,6,null,N4_mixture_mixture,200,0,500,499,20865606
naive Euclidean-angle HSIC anti-example,7.77282194187577e-05,0.976,NA,null,N4_mixture_mixture,200,0,500,499,20865606
first-order trigonometric moment diagnostic,0.00365614423116385,0.95,NA,null,N4_mixture_mixture,200,0,500,499,20865606
HSIC fixed,0.371523233828144,0.52,NA,null,N4_mixture_mixture,50,0,1,499,20710616
HSIC median,0.00417272882963043,0.252,NA,null,N4_mixture_mixture,50,0,1,499,20710616
HSIC standardized multi-scale,-0.703643979570199,0.826,5,null,N4_mixture_mixture,50,0,1,499,20710616
naive Euclidean-angle HSIC anti-example,0.00216823163833336,0.562,NA,null,N4_mixture_mixture,50,0,1,499,20710616
first-order trigonometric moment diagnostic,0.111247129141584,0.244,NA,null,N4_mixture_mixture,50,0,1,499,20710616
HSIC fixed,0.838461738417703,0.042,NA,null,N4_mixture_mixture,50,0,2,499,20710626
HSIC median,0.00760722368752797,0.072,NA,null,N4_mixture_mixture,50,0,2,499,20710626
HSIC standardized multi-scale,1.88227432959281,0.094,6,null,N4_mixture_mixture,50,0,2,499,20710626
naive Euclidean-angle HSIC anti-example,0.00591063363145051,0.088,NA,null,N4_mixture_mixture,50,0,2,499,20710626
first-order trigonometric moment diagnostic,0.155586119617822,0.108,NA,null,N4_mixture_mixture,50,0,2,499,20710626
HSIC fixed,0.206208421994877,0.888,NA,null,N4_mixture_mixture,50,0,3,499,20710636
HSIC median,0.00307553487791629,0.69,NA,null,N4_mixture_mixture,50,0,3,499,20710636
HSIC standardized multi-scale,-1.02992951968365,0.938,5,null,N4_mixture_mixture,50,0,3,499,20710636
naive Euclidean-angle HSIC anti-example,0.00245124338797546,0.59,NA,null,N4_mixture_mixture,50,0,3,499,20710636
first-order trigonometric moment diagnostic,0.0555358274380594,0.572,NA,null,N4_mixture_mixture,50,0,3,499,20710636
HSIC fixed,0.479634162418044,0.25,NA,null,N4_mixture_mixture,50,0,4,499,20710646
HSIC median,0.00489330289583899,0.256,NA,null,N4_mixture_mixture,50,0,4,499,20710646
HSIC standardized multi-scale,0.828438329790593,0.278,5,null,N4_mixture_mixture,50,0,4,499,20710646
naive Euclidean-angle HSIC anti-example,0.00139657022666903,0.78,NA,null,N4_mixture_mixture,50,0,4,499,20710646
first-order trigonometric moment diagnostic,0.104567950219933,0.298,NA,null,N4_mixture_mixture,50,0,4,499,20710646
HSIC fixed,0.439654559740859,0.38,NA,null,N4_mixture_mixture,50,0,5,499,20710656
HSIC median,0.0039316937059182,0.36,NA,null,N4_mixture_mixture,50,0,5,499,20710656
HSIC standardized multi-scale,0.622307131384717,0.374,6,null,N4_mixture_mixture,50,0,5,499,20710656
naive Euclidean-angle HSIC anti-example,0.00311698903721763,0.434,NA,null,N4_mixture_mixture,50,0,5,499,20710656
first-order trigonometric moment diagnostic,0.0650742977977581,0.562,NA,null,N4_mixture_mixture,50,0,5,499,20710656
HSIC fixed,0.355140075775442,0.548,NA,null,N4_mixture_mixture,50,0,6,499,20710666
HSIC median,0.0027570781050627,0.746,NA,null,N4_mixture_mixture,50,0,6,499,20710666
HSIC standardized multi-scale,-0.0816587279544077,0.656,5,null,N4_mixture_mixture,50,0,6,499,20710666
naive Euclidean-angle HSIC anti-example,0.00197260317315618,0.704,NA,null,N4_mixture_mixture,50,0,6,499,20710666
first-order trigonometric moment diagnostic,0.0459562806494381,0.71,NA,null,N4_mixture_mixture,50,0,6,499,20710666
HSIC fixed,0.246228521813511,0.784,NA,null,N4_mixture_mixture,50,0,7,499,20710676
HSIC median,0.00249461229851105,0.728,NA,null,N4_mixture_mixture,50,0,7,499,20710676
HSIC standardized multi-scale,-0.418016059098472,0.728,5,null,N4_mixture_mixture,50,0,7,499,20710676
naive Euclidean-angle HSIC anti-example,0.000628005451213804,0.918,NA,null,N4_mixture_mixture,50,0,7,499,20710676
first-order trigonometric moment diagnostic,0.0639852098943936,0.572,NA,null,N4_mixture_mixture,50,0,7,499,20710676
HSIC fixed,0.210673670363933,0.946,NA,null,N4_mixture_mixture,50,0,8,499,20710686
HSIC median,0.000745900283987461,0.974,NA,null,N4_mixture_mixture,50,0,8,499,20710686
HSIC standardized multi-scale,-0.152419469500248,0.67,6,null,N4_mixture_mixture,50,0,8,499,20710686
naive Euclidean-angle HSIC anti-example,0.00165178661259622,0.672,NA,null,N4_mixture_mixture,50,0,8,499,20710686
first-order trigonometric moment diagnostic,0.0281635320906848,0.852,NA,null,N4_mixture_mixture,50,0,8,499,20710686
HSIC fixed,0.425481960882867,0.44,NA,null,N4_mixture_mixture,50,0,9,499,20710696
HSIC median,0.00277261934875118,0.374,NA,null,N4_mixture_mixture,50,0,9,499,20710696
HSIC standardized multi-scale,0.34791792885072,0.444,5,null,N4_mixture_mixture,50,0,9,499,20710696
naive Euclidean-angle HSIC anti-example,0.00166129316859425,0.684,NA,null,N4_mixture_mixture,50,0,9,499,20710696
first-order trigonometric moment diagnostic,0.0753220519495292,0.504,NA,null,N4_mixture_mixture,50,0,9,499,20710696
HSIC fixed,0.39995847997811,0.398,NA,null,N4_mixture_mixture,50,0,10,499,20710706
HSIC median,0.0022947373195005,0.496,NA,null,N4_mixture_mixture,50,0,10,499,20710706
HSIC standardized multi-scale,1.19831813181874,0.202,6,null,N4_mixture_mixture,50,0,10,499,20710706
naive Euclidean-angle HSIC anti-example,0.00084025061571653,0.88,NA,null,N4_mixture_mixture,50,0,10,499,20710706
first-order trigonometric moment diagnostic,0.0691270952591202,0.474,NA,null,N4_mixture_mixture,50,0,10,499,20710706
HSIC fixed,0.309857299172705,0.556,NA,null,N4_mixture_mixture,50,0,11,499,20710716
HSIC median,0.00392813665163251,0.408,NA,null,N4_mixture_mixture,50,0,11,499,20710716
HSIC standardized multi-scale,0.183019114219544,0.498,5,null,N4_mixture_mixture,50,0,11,499,20710716
naive Euclidean-angle HSIC anti-example,0.00199262642439686,0.65,NA,null,N4_mixture_mixture,50,0,11,499,20710716
first-order trigonometric moment diagnostic,0.0825799633487131,0.406,NA,null,N4_mixture_mixture,50,0,11,499,20710716
HSIC fixed,1.24423115882791,0.008,NA,null,N4_mixture_mixture,50,0,12,499,20710726
HSIC median,0.0221471959875606,0.006,NA,null,N4_mixture_mixture,50,0,12,499,20710726
HSIC standardized multi-scale,0.827887582243388,0.27,5,null,N4_mixture_mixture,50,0,12,499,20710726
naive Euclidean-angle HSIC anti-example,0.00773517310798469,0.082,NA,null,N4_mixture_mixture,50,0,12,499,20710726
first-order trigonometric moment diagnostic,0.301320066395069,0.004,NA,null,N4_mixture_mixture,50,0,12,499,20710726
HSIC fixed,0.279243227232598,0.742,NA,null,N4_mixture_mixture,50,0,13,499,20710736
HSIC median,0.00101169922290011,0.882,NA,null,N4_mixture_mixture,50,0,13,499,20710736
HSIC standardized multi-scale,-0.11383674543287,0.648,6,null,N4_mixture_mixture,50,0,13,499,20710736
naive Euclidean-angle HSIC anti-example,0.00169164964021686,0.644,NA,null,N4_mixture_mixture,50,0,13,499,20710736
first-order trigonometric moment diagnostic,0.00517482942152889,0.99,NA,null,N4_mixture_mixture,50,0,13,499,20710736
HSIC fixed,0.858416900087439,0.034,NA,null,N4_mixture_mixture,50,0,14,499,20710746
HSIC median,0.00790898785671108,0.07,NA,null,N4_mixture_mixture,50,0,14,499,20710746
HSIC standardized multi-scale,1.61086133423163,0.106,6,null,N4_mixture_mixture,50,0,14,499,20710746
naive Euclidean-angle HSIC anti-example,0.00605355192371194,0.122,NA,null,N4_mixture_mixture,50,0,14,499,20710746
first-order trigonometric moment diagnostic,0.131664462564904,0.156,NA,null,N4_mixture_mixture,50,0,14,499,20710746
HSIC fixed,0.429693381067257,0.338,NA,null,N4_mixture_mixture,50,0,15,499,20710756
HSIC median,0.00241090452813131,0.522,NA,null,N4_mixture_mixture,50,0,15,499,20710756
HSIC standardized multi-scale,0.048328463616532,0.582,5,null,N4_mixture_mixture,50,0,15,499,20710756
naive Euclidean-angle HSIC anti-example,0.00256351370094846,0.434,NA,null,N4_mixture_mixture,50,0,15,499,20710756
first-order trigonometric moment diagnostic,0.0599232756655505,0.534,NA,null,N4_mixture_mixture,50,0,15,499,20710756
HSIC fixed,0.193922820868943,0.918,NA,null,N4_mixture_mixture,50,0,16,499,20710766
HSIC median,0.000733998032348524,0.868,NA,null,N4_mixture_mixture,50,0,16,499,20710766
HSIC standardized multi-scale,-0.640009609242038,0.834,6,null,N4_mixture_mixture,50,0,16,499,20710766
naive Euclidean-angle HSIC anti-example,0.000577133057360842,0.93,NA,null,N4_mixture_mixture,50,0,16,499,20710766
first-order trigonometric moment diagnostic,0.0518546494996802,0.636,NA,null,N4_mixture_mixture,50,0,16,499,20710766
HSIC fixed,0.467389013715305,0.342,NA,null,N4_mixture_mixture,50,0,17,499,20710776
HSIC median,0.00377085687489658,0.266,NA,null,N4_mixture_mixture,50,0,17,499,20710776
HSIC standardized multi-scale,-0.446628299135268,0.742,5,null,N4_mixture_mixture,50,0,17,499,20710776
naive Euclidean-angle HSIC anti-example,0.0015250375459909,0.684,NA,null,N4_mixture_mixture,50,0,17,499,20710776
first-order trigonometric moment diagnostic,0.075468261440324,0.502,NA,null,N4_mixture_mixture,50,0,17,499,20710776
HSIC fixed,0.550267298690161,0.24,NA,null,N4_mixture_mixture,50,0,18,499,20710786
HSIC median,0.00420976217786939,0.272,NA,null,N4_mixture_mixture,50,0,18,499,20710786
HSIC standardized multi-scale,0.93960556065654,0.242,5,null,N4_mixture_mixture,50,0,18,499,20710786
naive Euclidean-angle HSIC anti-example,0.00252049698742536,0.498,NA,null,N4_mixture_mixture,50,0,18,499,20710786
first-order trigonometric moment diagnostic,0.0788138449905342,0.422,NA,null,N4_mixture_mixture,50,0,18,499,20710786
HSIC fixed,0.565084328494816,0.192,NA,null,N4_mixture_mixture,50,0,19,499,20710796
HSIC median,0.00991344008960347,0.088,NA,null,N4_mixture_mixture,50,0,19,499,20710796
HSIC standardized multi-scale,-0.661250099961824,0.85,5,null,N4_mixture_mixture,50,0,19,499,20710796
naive Euclidean-angle HSIC anti-example,0.006397866174354,0.096,NA,null,N4_mixture_mixture,50,0,19,499,20710796
first-order trigonometric moment diagnostic,0.104646433754739,0.296,NA,null,N4_mixture_mixture,50,0,19,499,20710796
HSIC fixed,0.180883294315484,0.916,NA,null,N4_mixture_mixture,50,0,20,499,20710806
HSIC median,0.00186379760105565,0.892,NA,null,N4_mixture_mixture,50,0,20,499,20710806
HSIC standardized multi-scale,1.75976254567891,0.104,5,null,N4_mixture_mixture,50,0,20,499,20710806
naive Euclidean-angle HSIC anti-example,0.00069426455209754,0.95,NA,null,N4_mixture_mixture,50,0,20,499,20710806
first-order trigonometric moment diagnostic,0.0417227106921394,0.72,NA,null,N4_mixture_mixture,50,0,20,499,20710806
HSIC fixed,0.375442522730424,0.52,NA,null,N4_mixture_mixture,50,0,21,499,20710816
HSIC median,0.0033196132935231,0.35,NA,null,N4_mixture_mixture,50,0,21,499,20710816
HSIC standardized multi-scale,-0.659732587061855,0.844,5,null,N4_mixture_mixture,50,0,21,499,20710816
naive Euclidean-angle HSIC anti-example,0.00478491991108237,0.208,NA,null,N4_mixture_mixture,50,0,21,499,20710816
first-order trigonometric moment diagnostic,0.117851305877704,0.204,NA,null,N4_mixture_mixture,50,0,21,499,20710816
HSIC fixed,0.497801817217515,0.268,NA,null,N4_mixture_mixture,50,0,22,499,20710826
HSIC median,0.00397759400253973,0.216,NA,null,N4_mixture_mixture,50,0,22,499,20710826
HSIC standardized multi-scale,0.845411099633677,0.278,5,null,N4_mixture_mixture,50,0,22,499,20710826
naive Euclidean-angle HSIC anti-example,0.013653190680767,0.01,NA,null,N4_mixture_mixture,50,0,22,499,20710826
first-order trigonometric moment diagnostic,0.0911012045510055,0.332,NA,null,N4_mixture_mixture,50,0,22,499,20710826
HSIC fixed,0.534957217216128,0.238,NA,null,N4_mixture_mixture,50,0,23,499,20710836
HSIC median,0.00346442372696446,0.244,NA,null,N4_mixture_mixture,50,0,23,499,20710836
HSIC standardized multi-scale,0.412125290397171,0.442,5,null,N4_mixture_mixture,50,0,23,499,20710836
naive Euclidean-angle HSIC anti-example,0.00320909532207795,0.35,NA,null,N4_mixture_mixture,50,0,23,499,20710836
first-order trigonometric moment diagnostic,0.155325542516483,0.102,NA,null,N4_mixture_mixture,50,0,23,499,20710836
HSIC fixed,0.367302075107814,0.436,NA,null,N4_mixture_mixture,50,0,24,499,20710846
HSIC median,0.00166694094435195,0.592,NA,null,N4_mixture_mixture,50,0,24,499,20710846
HSIC standardized multi-scale,1.23789859577428,0.18,5,null,N4_mixture_mixture,50,0,24,499,20710846
naive Euclidean-angle HSIC anti-example,0.00627285232444811,0.11,NA,null,N4_mixture_mixture,50,0,24,499,20710846
first-order trigonometric moment diagnostic,0.0930755437443751,0.33,NA,null,N4_mixture_mixture,50,0,24,499,20710846
HSIC fixed,0.317602511513595,0.66,NA,null,N4_mixture_mixture,50,0,25,499,20710856
HSIC median,0.00299269990210105,0.538,NA,null,N4_mixture_mixture,50,0,25,499,20710856
HSIC standardized multi-scale,0.699408669023668,0.312,5,null,N4_mixture_mixture,50,0,25,499,20710856
naive Euclidean-angle HSIC anti-example,0.000983923297042689,0.838,NA,null,N4_mixture_mixture,50,0,25,499,20710856
first-order trigonometric moment diagnostic,0.136074940193654,0.164,NA,null,N4_mixture_mixture,50,0,25,499,20710856
HSIC fixed,0.369107654964866,0.396,NA,null,N4_mixture_mixture,50,0,26,499,20710866
HSIC median,0.00428401233976637,0.326,NA,null,N4_mixture_mixture,50,0,26,499,20710866
HSIC standardized multi-scale,0.00131994672643709,0.596,5,null,N4_mixture_mixture,50,0,26,499,20710866
naive Euclidean-angle HSIC anti-example,0.0012995564544911,0.66,NA,null,N4_mixture_mixture,50,0,26,499,20710866
first-order trigonometric moment diagnostic,0.114411661890861,0.224,NA,null,N4_mixture_mixture,50,0,26,499,20710866
HSIC fixed,0.378228676897952,0.484,NA,null,N4_mixture_mixture,50,0,27,499,20710876
HSIC median,0.0021362576297566,0.482,NA,null,N4_mixture_mixture,50,0,27,499,20710876
HSIC standardized multi-scale,-0.3933251259525,0.744,5,null,N4_mixture_mixture,50,0,27,499,20710876
naive Euclidean-angle HSIC anti-example,0.000881289782652745,0.814,NA,null,N4_mixture_mixture,50,0,27,499,20710876
